id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
6155,0,A Formal Perspective on the View Selection Problem,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",VLDB,2001,Histogram-Based Approximation of Set-Valued Query-Answers,"Yannis E. Ioannidis, Viswanath Poosala",Very Large Data Bases,1999
2290,0,Fast-Start: Quick Fault Recovery in Oracle,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri",SIGMOD Conference,2001,The Asilomar report on database research,"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1998
6252,0,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Latha S. Colby, Gopal Mulagund, Richard L. Cole, Craig J. Bunker, William J. McKenna, David Wilhite",VLDB,2001,B-tree page size when caching is considered,David Lomet,ACM SIGMOD Record ,1998
7334,0,The Complexity of Transformation-Based Join Enumeration,"C?sar A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997,Dynamic Maintenance of Wavelet-Based Histograms,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",Very Large Data Bases,2000
3451,0,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,"Shamkant B. Navathe, Kiran J. Achyutuni, Edward Omiecinski",SIGMOD Conference,1996,A user-centered interface for querying distributed multimedia databases,"Isabel F. Cruz, Kimberly M. James",International Conference on Management of Data,1999
4325,0,ACDN: a content delivery network for applications,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",SIGMOD Conference,2002,The design and performance evaluation of alternative XML storage strategies,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",ACM SIGMOD Record ,2002
1449,1,Author Index,?,VLDB,2000,Author Index,,Very Large Data Bases,2000
1736,1,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997,Incremental Organization for Data Recording and Warehousing,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",Very Large Data Bases,1997
7435,0,DWMS: Data Warehouse Management System,Narendra Mohan,VLDB,1996,Multi-Dimensional Substring Selectivity Estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",Very Large Data Bases,1999
5454,0,UniSQL's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",SIGMOD Record,1996,Incremental computation and maintenance of temporal aggregates,"Jun Yang, Jennifer Widom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003
5111,0,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","Christos Faloutsos, King-Ip Lin",International Conference on Management of Data,1995
1128,1,MQSeries and CICS Link for Lotus Notes,?,SIGMOD Record,1996,MQseries and CICS link for Lotus Notes,Lotus Development Corp.,ACM SIGMOD Record ,1996
3220,0,A Unified Framework for Enforcing Multiple Access Control Policies,"V. S. Subrahmanian, Elisa Bertino, Pierangela Samarati, Sushil Jajodia",SIGMOD Conference,1997,High-performance sorting on networks of workstations,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",International Conference on Management of Data,1997
4233,0,IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data,"Yunyue Zhu, S. Muthukrishnan, Flip Korn",SIGMOD Conference,2003,Fast Algorithms for Mining Association Rules in Large Databases,"Rakesh Agrawal, Ramakrishnan Srikant",Very Large Data Bases,1994
4251,0,An adaptive peer-to-peer network for distributed caching of OLAP results,"Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan, Wee Siong Ng, Panos Kalnis",SIGMOD Conference,2002,Book review column,Karl Aberer,ACM SIGMOD Record ,2003
7767,0,Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),"Michael Stonebraker, Nicholas J. Belkin, Gio Wiederhold, Erich J. Neuhold, Leonard J. Seligman",VLDB,1995,Rainbow: multi-XQuery optimization using materialized XML views,"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",International Conference on Management of Data,2003
4964,0,Report on The fourth International Conference on Flexible Query Answering systems,"Gabriella Pasi, Amihai Motro, Patrick Bosc",SIGMOD Record,2001,Designing an ultra highly available DBMS (tutorial session),"Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",International Conference on Management of Data,2000
3760,0,VisDB: A System for Visualizing Large Databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995,Integration of heterogeneous databases without common domains using queries based on textual similarity,William W. Cohen,International Conference on Management of Data,1998
997,1,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,D. Scott Mackay,SIGMOD Record,1999,Semantic integration of environmental models for application to global information systems and decision-making,D. Scott Mackay,ACM SIGMOD Record ,1999
4671,0,XPath Processing in a Nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",SIGMOD Record,2003,Cache Coherency in Oracle Parallel Server,Boris Klots,Very Large Data Bases,1996
7773,0,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995,"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","Brigitta K&#246;nig-Ries, Peter C. Lockermann",ACM SIGMOD Record ,1997
1249,1,Tracing the lineage of view data in a warehousing environment,"Janet L. Wiener, Yingwei Cui, Jennifer Widom",ACM Trans. Database Syst.,2000,Tracing the lineage of view data in a warehousing environment,"Yingwei Cui, Jennifer Widom, Janet L. Wiener",ACM Transactions on Database Systems (TODS) ,2000
8143,0,A Logical View of Structured Files,"Tova Milo, Serge Abiteboul, Sophie Cluet",VLDB J.,1998,ODMG-93: a standard for object-oriented DBMSs,R. G. G. Cattell,International Conference on Management of Data,1994
4262,0,Accelerating XPath location steps,Torsten Grust,SIGMOD Conference,2002,WinMagic: subquery elimination using window aggregation,"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",International Conference on Management of Data,2003
7223,0,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-?ke Larson",VLDB,1997,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul Grefen, Jochem Vonk, Peter Apers",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
6786,0,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,"Mary Tork Roth, Laura M. Haas, Fatma Ozcan",VLDB,1999,The INCINERATE data model,H. V. Jagadish,ACM Transactions on Database Systems (TODS) ,1995
8151,0,Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral ?zsoyoglu",VLDB J.,1998,BeSS object storage manager: architecture overview,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record ,1996
133,1,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",SIGMOD Conference,2000,NiagaraCQ: a scalable continuous query system for Internet databases,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",International Conference on Management of Data,2000
8586,0,Information Warfare and Security - Book Review,H. V. Jagadish,SIGMOD Record,2001,Integrating modelling systems for environmental management information systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record ,1997
8138,0,"Scalable Feature Selection, Classification and Signature Generation for Organizing Large Text Databases into Hierarchical Topic Taxonomies","Prabhakar Raghavan, Byron Dom, Rakesh Agrawal, Soumen Chakrabarti",VLDB J.,1998,Business data management for business-to-business electronic commerce,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record ,2002
5412,0,The Mariposa Distributed Database Management System,Jeff Sidell,SIGMOD Record,1996,EOS: an extensible object store,"Alexandros Biliris, Euthimios Panagos",International Conference on Management of Data,1994
5730,0,TSQL2 Language Specification,"Wolfgang K?fer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T. Y. Cliff Leung, Fabio Grandi, Ilsoo Ahn, Christian S. Jensen",SIGMOD Record,1994,Converting relational to object-oriented databases,Joseph Fong,ACM SIGMOD Record ,1997
8291,0,Historical Queries Along Multiple Lines of Time Evolution,"Vassilis J. Tsotras, Gad M. Landau, Jeanette P. Schmidt",VLDB J.,1995,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,"Nathan Goodman, Steve Rozen, Lincoln Stein",Very Large Data Bases,1994
5009,0,Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,"Philip S. Yu, Kun-Lung Wu",SIGMOD Record,2000,On Optimal Node Splitting for R-trees,"Yv&#225;n J. Garc&#237;a, Mario A. Lopez, Scott T. Leutenegger",Very Large Data Bases,1998
4128,0,D(k)-Index: An Adaptive Structural Summary for Graph-Structured Data,"Chen Qun, Andrew Lim, Kian Win Ong",SIGMOD Conference,2003,Hot Block Clustering for Disk Arrays with Dynamic Striping,"Kazuhiko Mogi, Masaru Kitsuregawa",Very Large Data Bases,1995
3558,0,An Effective Hash Based Algorithm for Mining Association Rules,"Ming-Syan Chen, Philip S. Yu, Jong Soo Park",SIGMOD Conference,1995,The SR-tree: an index structure for high-dimensional nearest neighbor queries,"Norio Katayama, Shin'ichi Satoh",International Conference on Management of Data,1997
5194,0,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",SIGMOD Record,1998,Resource Scheduling for Composite Multimedia Objects,"Minos N. Garofalakis, Yannis E. Ioannidis, Banu &#214;zden",Very Large Data Bases,1998
532,1,SHORE: Combining the Best Features of OODBMS and File Systems,Shore Team,SIGMOD Conference,1995,Shore: combining the best features of OODBMS and file systems,CORPORATE The SHORE Team,International Conference on Management of Data,1995
5144,0,The OASIS Multidatabase Prototype,"John Murphy, Mark Roantree, Wilhelm Hasselbring",SIGMOD Record,1999,Investigating XQuery for querying across database object types,Nancy Wiegand,ACM SIGMOD Record ,2002
4406,0,Time-parameterized queries in spatio-temporal databases,"Dimitris Papadias, Yufei Tao",SIGMOD Conference,2002,Agent-based semantic interoperability in infosleuth,"Jerry Fowler, Brad Perry, Marian Nodine, Bruce Bargmeyer",ACM SIGMOD Record ,1999
4617,0,Issues in data stream management,"Lukasz Golab, M. Tamer ?zsu",SIGMOD Record,2003,Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000
815,1,Selective information dissemination in P2P networks: problems and solutions,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",SIGMOD Record,2003,Selective information dissemination in P2P networks: problems and solutions,"Manolis Koubarakis, Christos Tryfonopoulos, Stratos Idreos, Yannis Drougas",ACM SIGMOD Record ,2003
2698,0,Belief Reasoning in MLS Deductive Databases,Hasan M. Jamil,SIGMOD Conference,1999,On the issue of valid time(s) in temporal databases,"Stavros Kokkotos, Efstathios V. Ioannidis, Themis Panayiotopoulos, Constantine D. Spyropoulos",ACM SIGMOD Record ,1995
6928,0,Hyper-Programming in Java,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",VLDB,1999,Optimizing object queries using an effective calculus,"Leonidas Fegaras, David Maier",ACM Transactions on Database Systems (TODS) ,2000
798,1,Report on FQAS 2002: fifth international conference on flexible query answering systems,"Amihai Motro, Troels Andreasen",SIGMOD Record,2003,Report on FQAS 2002: fifth international conference on flexible query answering systems,"Amihai Motro, Troels Andreasen",ACM SIGMOD Record ,2003
6303,0,Self-similarity in the Web,"Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar",VLDB,2001,EOS: an extensible object store,"Alexandros Biliris, Euthimios Panagos",International Conference on Management of Data,1994
674,1,WinMagic : Subquery Elimination Using Window Aggregation,"Qi Cheng, Hamid Pirahesh, Linqi Liu, Kwai Wong, Wenbin Ma, Calisto Zuzarte",SIGMOD Conference,2003,WinMagic: subquery elimination using window aggregation,"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",International Conference on Management of Data,2003
6283,0,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",VLDB,2001,"Honey, I shrunk the database: footprint, mobility, and beyond",Praveen Seshadri,International Conference on Management of Data,1999
91,1,A Chase Too Far?,"Val Tannen, Arnaud Sahuguet, Alin Deutsch, Lucian Popa",SIGMOD Conference,2000,A chase too far?,"Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen",International Conference on Management of Data,2000
3269,0,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",SIGMOD Conference,1997,Efficient and extensible algorithms for multi query optimization,"Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe",International Conference on Management of Data,2000
1010,1,ADEPT: An Agent-Based Approach to Business Process Management,"Timothy J. Norman, Nicholas R. Jennings, Peyman Faratin",SIGMOD Record,1998,ADEPT: an agent-based approach to business process management,"N. R. Jennings, T. J. Norman, P. Faratin",ACM SIGMOD Record ,1998
3957,0,Red Brick Warehouse: A Read-Mostly RDBMS for Open SMP Platforms,Phillip M. Fernandez,SIGMOD Conference,1994,A hypertext query language for images,Li Yang,ACM SIGMOD Record ,1994
8014,0,An architecture to support scalable online personalization on the Web,"Kaushik Dutta, Debra E. VanderMeer, Krithi Ramamritham, Anindya Datta, Shamkant B. Navathe",VLDB J.,2001,Java support for data-intensive systems: experiences building the telegraph dataflow system,"Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",ACM SIGMOD Record ,2001
8068,0,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",VLDB J.,2000,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995
8242,0,The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,"Stanley Y. W. Su, Javier Arroyo, Herman Lam, Yuh-Ming Shyy",VLDB J.,1996,EOS: an extensible object store,"Alexandros Biliris, Euthimios Panagos",International Conference on Management of Data,1994
7404,0,Disseminating Updates on Broadcast Disks,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",VLDB,1996,The demarcation protocol: a technique for maintaining constraints in distributed database systems,"Daniel Barbar&#225;-Mill&#225;, Hector Garcia-Molina",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
1211,1,Analysis of predictive spatio-temporal queries,"Dimitris Papadias, Jimeng Sun, Yufei Tao",ACM Trans. Database Syst.,2003,Analysis of predictive spatio-temporal queries,"Yufei Tao, Jimeng Sun, Dimitris Papadias",ACM Transactions on Database Systems (TODS) ,2003
5195,0,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",SIGMOD Record,1998,Size separation spatial join,"Nick Koudas, Kenneth C. Sevcik",International Conference on Management of Data,1997
1072,1,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",SIGMOD Record,1997,Extraction of object-oriented structures from existing relational databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record ,1997
2008,1,Distance-Based Outliers: Algorithms and Applications,"V. Tucakov, Raymond T. Ng, Edwin M. Knorr",VLDB J.,2000,Distance-based outliers: algorithms and applications,"Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
4441,0,Middle-tier database caching for e-business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,On the semantics of now in databases,"James Clifford, Curtis Dyreson, Tom&#225;s Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,1997
2383,0,STHoles: A Multidimensional Workload-Aware Histogram,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2001,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",Very Large Data Bases,2000
2321,0,REVIEW: A Real Time Virtual Walkthrough System,"Yixin Ruan, Zhiyong Huang, Kian-Lee Tan, Jason Chionh, Lidan Shou",SIGMOD Conference,2001,Storing and querying ordered XML using a relational database system,"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",International Conference on Management of Data,2002
8544,0,Searching in metric spaces by spatial approximation,Gonzalo Navarro,VLDB J.,2002,Semantic video indexing: approach and issues,Arun Hampapur,ACM SIGMOD Record ,1999
1841,1,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,VLDB,1995,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,Very Large Data Bases,1995
389,1,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,Sharma Chakravarthy,SIGMOD Conference,1997,Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,International Conference on Management of Data,1997
5457,0,Scientist's Called Upon to Take Actions,Xiaolei Qian,SIGMOD Record,1996,A layered architecture for querying dynamic Web content,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",International Conference on Management of Data,1999
6719,0,Generalised Hash Teams for Join and Group-by,"Donald Kossmann, Alfons Kemper, Christian Wiesner",VLDB,1999,The MultiView project: object-oriented view technology and applications,"E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron",International Conference on Management of Data,1996
1094,1,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",SIGMOD Record,1996,Report from the NSF workshop on workflow and process automation in information systems,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record ,1996
7957,0,Maximizing Buffer and Disk Utilizations for News On-Demand,"Raymond T. Ng, Jinhai Yang",VLDB,1994,RoadRunner: automatic data extraction from data-intensive web sites,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",International Conference on Management of Data,2002
5750,0,Efficient dynamic mining of constrained frequent sets,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",ACM Trans. Database Syst.,2003,Cover your assets,Michael A. Olson,International Conference on Management of Data,1995
1037,1,Materialized Views and Data Warehouses,Nick Roussopoulos,SIGMOD Record,1998,Materialized views and data warehouses,Nick Roussopoulos,ACM SIGMOD Record ,1998
4390,0,Storing and querying ordered XML using a relational database system,"Kevin S. Beyer, Jayavel Shanmugasundaram, Chun Zhang, Igor Tatarinov, Stratis Viglas, Eugene J. Shekita",SIGMOD Conference,2002,Engineering federated information systems: report of EEFIS '99 workshop,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",ACM SIGMOD Record ,1999
4902,0,Data Analysis and Mining in the Life Sciences,Nam Huyn,SIGMOD Record,2001,Of XML and databases (panel session): where's the beef?,"Jennifer Widom, Adam Bosworth, Bruce Lindsay, Michael Stonebraker, Dan Suciu",International Conference on Management of Data,2000
7788,0,The Oracle Warehouse,Gary Hallmark,VLDB,1995,Data extraction and transformation for the data warehouse,Case Squire,International Conference on Management of Data,1995
2546,0,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",SIGMOD Conference,2000,Nonstop SQL: scalability and availability for decision support,Susanne Englert,International Conference on Management of Data,1994
4532,0,Multimedia streaming in large-scale sensor networks with mobile swarms,"Mario Gerla, Kaixin Xu",SIGMOD Record,2003,Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,"Sang K. Cha, Sangyong Hwang, Kihong Kim, Keunjoo Kwon",Very Large Data Bases,2001
6378,0,Storage Service Providers: a Solution for Storage Management? (Panel),"Elizabeth A. M. Shriver, Bruce Hillyer, Wee Teck Ng, Banu ?zden, Eran Gabber, David J. DeWitt, John Wilkes, Jim Gray, Bruce Gordon",VLDB,2001,Type Classification of Semi-Structured Documents,"Markus Tresch, Neal Palmer, Allen Luniewski",Very Large Data Bases,1995
4304,0,Compressing SQL workloads,"Surajit Chaudhuri, Ashish Kumar Gupta, Vivek R. Narasayya",SIGMOD Conference,2002,CQ: a personalized update monitoring toolkit,"Ling Liu, Calton Pu, Wei Tang, David Buttler, John Biggs, Tong Zhou, Paul Benninghoff, Wei Han, Fenghua Yu",International Conference on Management of Data,1998
6230,0,Change-Centric Management of Versions in an XML Warehouse,"Laurent Mignet, Am?lie Marian, Gregory Cobena, Serge Abiteboul",VLDB,2001,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998
2041,1,The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance,"James Geller, Ashish Mehta, Erich J. Neuhold, Yehoshua Perl",VLDB J.,1998,The OODB path-method generator (PMG) using access weights and precomputed access relevance,"Ashish Mehta, James Geller, Yehoshua Perl, Erich Neuhold",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
5491,0,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95),"Mikael Berndtsson, J?rgen Hansson",SIGMOD Record,1996,NeuroRule: A Connectionist Approach to Data Mining,"Hongjun Lu, Rudy Setiono, Huan Liu",Very Large Data Bases,1995
579,1,Partition Selection Policies in Object Database Garbage Collection,"Benjamin G. Zorn, Alexander L. Wolf, Jonathan E. Cook",SIGMOD Conference,1994,Partition selection policies in object database garbage collection,"Jonathan E. Cook, Alexander L. Wolf, Benjamin G. Zorn",International Conference on Management of Data,1994
6455,0,Dynamic Maintenance of Wavelet-Based Histograms,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",VLDB,2000,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,"Leonard Brown, Le Gruenwald",Very Large Data Bases,2001
2879,0,Merge Replication in Microsoft's SQL Server 7.0,Brad Hammond,SIGMOD Conference,1999,Chronological scheduling of transactions with temporal dependencies,"Dimitrios Georgakopoulos, Marek Rusinkiewicz, Witold Litwin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
3273,0,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997,HOMER: a model-based CASE tool for data-intensive Web sites,"Paolo Merialdo, Paolo Atzeni, Marco Magnante, Giansalvatore Mecca, Marco Pecorone",International Conference on Management of Data,2000
3806,0,Adaptive Selectivity Estimation Using Query Feedback,"Chung-Min Chen, Nick Roussopoulos",SIGMOD Conference,1994,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",Very Large Data Bases,1996
7081,0,Optimal Histograms with Quality Guarantees,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",VLDB,1998,DBIS-toolkit: adaptable middleware for large scale data delivery,"Mehmet Altinel, Demet Aksoy, Thomas Baby, Michael Franklin, William Shapiro, Stan Zdonik",International Conference on Management of Data,1999
665,1,Stream Processing of XPath Queries with Predicates,"Ashish Kumar Gupta, Dan Suciu",SIGMOD Conference,2003,Stream processing of XPath queries with predicates,"Ashish Kumar Gupta, Dan Suciu",International Conference on Management of Data,2003
5663,0,SEQUOIA 2000 Metadata Schema for Satellite Images,"Michael Stonebraker, Jean T. Anderson",SIGMOD Record,1994,View management in multimedia databases,"K. Sel&#231;uk Candan, Eric Lemar, V. S. Subrahmanian",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
255,1,Bitmap Index Design and Evaluation,"Yannis E. Ioannidis, Chee Yong Chan",SIGMOD Conference,1998,Bitmap index design and evaluation,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1998
1392,1,Flexible and scalable digital library search,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",VLDB,2001,Flexible and scalable digital library search,"Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker",Very Large Data Bases,2001
7023,0,DMS: A Parallel Data Mining Server,Felicity A. W. George,VLDB,1998,Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002
5823,0,Querying ATSQL databases with temporal logic,"Jan Chomicki, David Toman, Michael H. B?hlen",ACM Trans. Database Syst.,2001,HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"Carlo Combi, Giuseppe Pozzi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
3009,0,FileNet Integrated Document Management Database Usage and Issues,Daniel S. Whelan,SIGMOD Conference,1998,A performance study of transitive closure algorithms,"Shaul Dar, Raghu Ramakrishnan",International Conference on Management of Data,1994
4210,0,TelegraphCQ: Continuous Dataflow Processing,"Mehul A. Shah, Wei Hong, Sirish Chandrasekaran, Samuel Madden, Sailesh Krishnamurthy, Amol Deshpande, Frederick Reiss, Owen Cooper, Joseph M. Hellerstein, Michael J. Franklin",SIGMOD Conference,2003,Semantic caching of Web queries,"Boris Chidlovskii, Uwe M. Borghoff",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
7508,0,The Role of Integrity Constraints in Database Interoperation,"Peter M. G. Apers, Mark W. W. Vermeer",VLDB,1996,Discovering Web Services: An Overview,Vadim Draluk,Very Large Data Bases,2001
8571,0,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"Gale Martin, Ray Shea, Tomasz Ksiezyk, Roberto J. Bayardo Jr., Marian H. Nodine, William Bohrer, Vipul Kashyap, C. Unnikrishnan, Richard S. Brice, Mosfeq Rashid, Amy Unruh, Abdelsalam Helal, Andrzej Cichocki, Marek Rusinkiewicz, Darrell Woelk, Jerry Fowler",SIGMOD Conference,1997,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,2000
3648,0,Implementing Crash Recovery in QuickStore: A Performance Study,"Seth J. White, David J. DeWitt",SIGMOD Conference,1995,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",Very Large Data Bases,1999
4910,0,XQuery Formal Semantics: State and Challenges,Peter Fankhauser,SIGMOD Record,2001,Mining Deviants in a Time Series Database,"H. V. Jagadish, Nick Koudas, S. Muthukrishnan",Very Large Data Bases,1999
